subjectNo	activityName	featureLabel	count	average
1	LAYING	FreqBodyGyroStdY	50	-0.9512320494
1	LAYING	FreqBodyGyroStdZ	50	-0.9165825082
1	LAYING	FreqBodyAccMagMean	50	-0.8617676481
1	LAYING	FreqBodyAccMagStd	50	-0.7983009404
1	LAYING	FreqBodyAccJerkMagMean	50	-0.9333003608
1	LAYING	FreqBodyAccJerkMagStd	50	-0.9218039756
1	LAYING	FreqBodyGyroMagMean	50	-0.8621901854
1	LAYING	FreqBodyGyroMagStd	50	-0.82431943968
1	LAYING	FreqBodyGyroJerkMagMean	50	-0.9423669466
1	LAYING	FreqBodyGyroJerkMagStd	50	-0.9326606676
1	SITTING	TimeBodyAccMeanX	47	0.261237565425532
1	SITTING	TimeBodyAccMeanY	47	-0.00130828765170213
1	SITTING	TimeBodyAccMeanZ	47	-0.104544182255319
1	SITTING	TimeBodyAccStdX	47	-0.977229008297872
1	SITTING	TimeBodyAccStdY	47	-0.922618641914894
1	SITTING	TimeBodyAccStdZ	47	-0.93958629106383
1	SITTING	TimeGravityAccMeanX	47	0.831509933404255
1	SITTING	TimeGravityAccMeanY	47	0.204411592680851
1	SITTING	TimeGravityAccMeanZ	47	0.332043702765957
1	SITTING	TimeGravityAccStdX	47	-0.968457145744681
1	SITTING	TimeGravityAccStdY	47	-0.935517055957447
1	SITTING	TimeGravityAccStdZ	47	-0.949040933191489
1	SITTING	TimeBodyAccJerkMeanX	47	0.0774825199574468
1	SITTING	TimeBodyAccJerkMeanY	47	-0.000619102785106384
1	SITTING	TimeBodyAccJerkMeanZ	47	-0.00336779235021277
1	SITTING	TimeBodyAccJerkStdX	47	-0.986430711276596
1	SITTING	TimeBodyAccJerkStdY	47	-0.981371965319149
1	SITTING	TimeBodyAccJerkStdZ	47	-0.987910804468085
1	SITTING	TimeBodyGyroMeanX	47	-0.045350056512766
1	SITTING	TimeBodyGyroMeanY	47	-0.0919241549361702
1	SITTING	TimeBodyGyroMeanZ	47	0.0629313811914894
1	SITTING	TimeBodyGyroStdX	47	-0.977211283191489
1	SITTING	TimeBodyGyroStdY	47	-0.966473895319149
1	SITTING	TimeBodyGyroStdZ	47	-0.941425920851064
1	SITTING	TimeBodyGyroJerkMeanX	47	-0.0936793807234042
1	SITTING	TimeBodyGyroJerkMeanY	47	-0.0402118124255319
1	SITTING	TimeBodyGyroJerkMeanZ	47	-0.046702627
1	SITTING	TimeBodyGyroJerkStdX	47	-0.99173159212766
1	SITTING	TimeBodyGyroJerkStdY	47	-0.989518068510638
1	SITTING	TimeBodyGyroJerkStdZ	47	-0.987935806382979
1	SITTING	TimeBodyAccMagMean	47	-0.948536786170213
1	SITTING	TimeBodyAccMagStd	47	-0.927078418723404
1	SITTING	TimeGravityAccMagMean	47	-0.948536786170213
1	SITTING	TimeGravityAccMagStd	47	-0.927078418723404
1	SITTING	TimeBodyAccJerkMagMean	47	-0.987364195531915
1	SITTING	TimeBodyAccJerkMagStd	47	-0.984120024042553
1	SITTING	TimeBodyGyroMagMean	47	-0.93089249
1	SITTING	TimeBodyGyroMagStd	47	-0.934531840425532
1	SITTING	TimeBodyGyroJerkMagMean	47	-0.991976341276596
1	SITTING	TimeBodyGyroJerkMagStd	47	-0.988308728510638
1	SITTING	FreqBodyAccMeanX	47	-0.979641238723404
1	SITTING	FreqBodyAccMeanY	47	-0.944084550425532
1	SITTING	FreqBodyAccMeanZ	47	-0.959184889148936
1	SITTING	FreqBodyAccStdX	47	-0.976412313191489
1	SITTING	FreqBodyAccStdY	47	-0.917275006382979
1	SITTING	FreqBodyAccStdZ	47	-0.934469558085106
1	SITTING	FreqBodyAccJerkMeanX	47	-0.986597022553191
1	SITTING	FreqBodyAccJerkMeanY	47	-0.981579467021277
1	SITTING	FreqBodyAccJerkMeanZ	47	-0.986053092340426
1	SITTING	FreqBodyAccJerkStdX	47	-0.987492994468085
1	SITTING	FreqBodyAccJerkStdY	47	-0.982513909574468
1	SITTING	FreqBodyAccJerkStdZ	47	-0.988339184893617
1	SITTING	FreqBodyGyroMeanX	47	-0.976161464042553
1	SITTING	FreqBodyGyroMeanY	47	-0.975838585319149
1	SITTING	FreqBodyGyroMeanZ	47	-0.951315544468085
1	SITTING	FreqBodyGyroStdX	47	-0.977904227021277
1	SITTING	FreqBodyGyroStdY	47	-0.962345042553192
1	SITTING	FreqBodyGyroStdZ	47	-0.94391784106383
1	SITTING	FreqBodyAccMagMean	47	-0.947782922553192
1	SITTING	FreqBodyAccMagStd	47	-0.928444801702128
1	SITTING	FreqBodyAccJerkMagMean	47	-0.985262126808511
1	SITTING	FreqBodyAccJerkMagStd	47	-0.981606177446808
1	SITTING	FreqBodyGyroMagMean	47	-0.958435589361702
1	SITTING	FreqBodyGyroMagStd	47	-0.932198374893617
1	SITTING	FreqBodyGyroJerkMagMean	47	-0.989797547234043
1	SITTING	FreqBodyGyroJerkMagStd	47	-0.987049617234042
1	STANDING	TimeBodyAccMeanX	53	0.278917629056604
1	STANDING	TimeBodyAccMeanY	53	-0.0161375901037736
1	STANDING	TimeBodyAccMeanZ	53	-0.110601817735849
1	STANDING	TimeBodyAccStdX	53	-0.995759901509434
1	STANDING	TimeBodyAccStdY	53	-0.973190056415094
1	STANDING	TimeBodyAccStdZ	53	-0.979775876981132
1	STANDING	TimeGravityAccMeanX	53	0.942952000377358
1	STANDING	TimeGravityAccMeanY	53	-0.272983832264151
1	STANDING	TimeGravityAccMeanZ	53	0.0134905823226415
1	STANDING	TimeGravityAccStdX	53	-0.99376298509434
1	STANDING	TimeGravityAccStdY	53	-0.981225957924528
1	STANDING	TimeGravityAccStdZ	53	-0.976324063584906
1	STANDING	TimeBodyAccJerkMeanX	53	0.0753766542264151
1	STANDING	TimeBodyAccJerkMeanY	53	0.00797573092830189
1	STANDING	TimeBodyAccJerkMeanZ	53	-0.00368524954709434
1	STANDING	TimeBodyAccJerkStdX	53	-0.994604542264151
1	STANDING	TimeBodyAccJerkStdY	53	-0.98564873245283
1	STANDING	TimeBodyAccJerkStdZ	53	-0.992251177358491
1	STANDING	TimeBodyGyroMeanX	53	-0.0239877347979245
1	STANDING	TimeBodyGyroMeanY	53	-0.0593972209811321
1	STANDING	TimeBodyGyroMeanZ	53	0.074800751
1	STANDING	TimeBodyGyroStdX	53	-0.987191946603774
1	STANDING	TimeBodyGyroStdY	53	-0.98773444
1	STANDING	TimeBodyGyroStdZ	53	-0.980645626981132
1	STANDING	TimeBodyGyroJerkMeanX	53	-0.0996092129056604
1	STANDING	TimeBodyGyroJerkMeanY	53	-0.0440627877924528
1	STANDING	TimeBodyGyroJerkMeanZ	53	-0.0489505466716981
1	STANDING	TimeBodyGyroJerkStdX	53	-0.992945106981132
1	STANDING	TimeBodyGyroJerkStdY	53	-0.995137917358491
1	STANDING	TimeBodyGyroJerkStdZ	53	-0.992108467169811
1	STANDING	TimeBodyAccMagMean	53	-0.98427820735849
1	STANDING	TimeBodyAccMagStd	53	-0.981942928867925
1	STANDING	TimeGravityAccMagMean	53	-0.98427820735849
1	STANDING	TimeGravityAccMagStd	53	-0.981942928867925
1	STANDING	TimeBodyAccJerkMagMean	53	-0.992367790566038
1	STANDING	TimeBodyAccJerkMagStd	53	-0.993096209433962
1	STANDING	TimeBodyGyroMagMean	53	-0.976493792830189
1	STANDING	TimeBodyGyroMagStd	53	-0.978690028679245
1	STANDING	TimeBodyGyroJerkMagMean	53	-0.994966790566038
1	STANDING	TimeBodyGyroJerkMagStd	53	-0.994733238679245
1	STANDING	FreqBodyAccMeanX	53	-0.99524993264151
1	STANDING	FreqBodyAccMeanY	53	-0.977070847735849
1	STANDING	FreqBodyAccMeanZ	53	-0.985297098679245
1	STANDING	FreqBodyAccStdX	53	-0.99602834509434
1	STANDING	FreqBodyAccStdY	53	-0.972293102075472
1	STANDING	FreqBodyAccStdZ	53	-0.977937259622642
1	STANDING	FreqBodyAccJerkMeanX	53	-0.994630797358491
1	STANDING	FreqBodyAccJerkMeanY	53	-0.985418704528302
1	STANDING	FreqBodyAccJerkMeanZ	53	-0.990752166037736
1	STANDING	FreqBodyAccJerkStdX	53	-0.995073759245283
1	STANDING	FreqBodyAccJerkStdY	53	-0.987018226792453
1	STANDING	FreqBodyAccJerkStdZ	53	-0.992349818113207
1	STANDING	FreqBodyGyroMeanX	53	-0.986386786037736
1	STANDING	FreqBodyGyroMeanY	53	-0.988984455849057
1	STANDING	FreqBodyGyroMeanZ	53	-0.980773122830189
1	STANDING	FreqBodyGyroStdX	53	-0.987497128679245
1	STANDING	FreqBodyGyroStdY	53	-0.987107727735849
1	STANDING	FreqBodyGyroStdZ	53	-0.98234533
1	STANDING	FreqBodyAccMagMean	53	-0.985356361132075
1	STANDING	FreqBodyAccMagStd	53	-0.982313804716981
1	STANDING	FreqBodyAccJerkMagMean	53	-0.99254247754717
1	STANDING	FreqBodyAccJerkMagStd	53	-0.992536003396226
1	STANDING	FreqBodyGyroMagMean	53	-0.984617623396226
1	STANDING	FreqBodyGyroMagStd	53	-0.978466072075472
1	STANDING	FreqBodyGyroJerkMagMean	53	-0.994815376981132
1	STANDING	FreqBodyGyroJerkMagStd	53	-0.994671123207547
1	WALKING	TimeBodyAccMeanX	95	0.277330758736842
1	WALKING	TimeBodyAccMeanY	95	-0.0173838185273684
1	WALKING	TimeBodyAccMeanZ	95	-0.111148103547368
1	WALKING	TimeBodyAccStdX	95	-0.283740258842105
1	WALKING	TimeBodyAccStdY	95	0.114461336747368
1	WALKING	TimeBodyAccStdZ	95	-0.260027902210526
1	WALKING	TimeGravityAccMeanX	95	0.935223201473684
1	WALKING	TimeGravityAccMeanY	95	-0.282165021263158
1	WALKING	TimeGravityAccMeanZ	95	-0.068102864
1	WALKING	TimeGravityAccStdX	95	-0.976609642526316
1	WALKING	TimeGravityAccStdY	95	-0.971305961473684
1	WALKING	TimeGravityAccStdZ	95	-0.947717226105263
1	WALKING	TimeBodyAccJerkMeanX	95	0.0740416333157895
1	WALKING	TimeBodyAccJerkMeanY	95	0.0282721095884211
1	WALKING	TimeBodyAccJerkMeanZ	95	-0.00416840617789474
1	WALKING	TimeBodyAccJerkStdX	95	-0.113615602435789
1	WALKING	TimeBodyAccJerkStdY	95	0.0670025007684211
1	WALKING	TimeBodyAccJerkStdZ	95	-0.502699788526316
1	WALKING	TimeBodyGyroMeanX	95	-0.041830963526
1	WALKING	TimeBodyGyroMeanY	95	-0.0695300462115789
1	WALKING	TimeBodyGyroMeanZ	95	0.0849448173042105
1	WALKING	TimeBodyGyroStdX	95	-0.473535485894737
1	WALKING	TimeBodyGyroStdY	95	-0.0546077686594737
1	WALKING	TimeBodyGyroStdZ	95	-0.344266629473684
1	WALKING	TimeBodyGyroJerkMeanX	95	-0.0899975423705263
1	WALKING	TimeBodyGyroJerkMeanY	95	-0.0398428709463158
1	WALKING	TimeBodyGyroJerkMeanZ	95	-0.0461309295021053
1	WALKING	TimeBodyGyroJerkStdX	95	-0.207421854757895
1	WALKING	TimeBodyGyroJerkStdY	95	-0.304468510631579
1	WALKING	TimeBodyGyroJerkStdZ	95	-0.404255452631579
1	WALKING	TimeBodyAccMagMean	95	-0.136971176556842
1	WALKING	TimeBodyAccMagStd	95	-0.219688645631579
1	WALKING	TimeGravityAccMagMean	95	-0.136971176556842
1	WALKING	TimeGravityAccMagStd	95	-0.219688645631579
1	WALKING	TimeBodyAccJerkMagMean	95	-0.141428809031579
1	WALKING	TimeBodyAccJerkMagStd	95	-0.0744717500625263
1	WALKING	TimeBodyGyroMagMean	95	-0.160979552536842
1	WALKING	TimeBodyGyroMagStd	95	-0.186978364526316
1	WALKING	TimeBodyGyroJerkMagMean	95	-0.298703679084211
1	WALKING	TimeBodyGyroJerkMagStd	95	-0.325324878894737
1	WALKING	FreqBodyAccMeanX	95	-0.202794306326316
1	WALKING	FreqBodyAccMeanY	95	0.0897127264021053
1	WALKING	FreqBodyAccMeanZ	95	-0.331560117789474
1	WALKING	FreqBodyAccStdX	95	-0.319134719578947
1	WALKING	FreqBodyAccStdY	95	0.056040006846
1	WALKING	FreqBodyAccStdZ	95	-0.279686751494737
1	WALKING	FreqBodyAccJerkMeanX	95	-0.170546964549579
1	WALKING	FreqBodyAccJerkMeanY	95	-0.0352255241130632
1	WALKING	FreqBodyAccJerkMeanZ	95	-0.468999224631579
1	WALKING	FreqBodyAccJerkStdX	95	-0.133586606326316
1	WALKING	FreqBodyAccJerkStdY	95	0.106739857136
1	WALKING	FreqBodyAccJerkStdZ	95	-0.534713440421053
1	WALKING	FreqBodyGyroMeanX	95	-0.339032197115789
1	WALKING	FreqBodyGyroMeanY	95	-0.103059416434737
1	WALKING	FreqBodyGyroMeanZ	95	-0.255940940315789
1	WALKING	FreqBodyGyroStdX	95	-0.516691938736842
1	WALKING	FreqBodyGyroStdY	95	-0.0335081597884211
1	WALKING	FreqBodyGyroStdZ	95	-0.436562227473684
1	WALKING	FreqBodyAccMagMean	95	-0.128623450629474
1	WALKING	FreqBodyAccMagStd	95	-0.398032586842105
1	WALKING	FreqBodyAccJerkMagMean	95	-0.0571194000343158
1	WALKING	FreqBodyAccJerkMagStd	95	-0.103492403002105
1	WALKING	FreqBodyGyroMagMean	95	-0.199252568986316
1	WALKING	FreqBodyGyroMagStd	95	-0.321017953894737
1	WALKING	FreqBodyGyroJerkMagMean	95	-0.319308593778947
1	WALKING	FreqBodyGyroJerkMagStd	95	-0.381601911789474
1	WALKING_DOWNSTAIRS	TimeBodyAccMeanX	49	0.289188320408163
1	WALKING_DOWNSTAIRS	TimeBodyAccMeanY	49	-0.00991850461020408
1	WALKING_DOWNSTAIRS	TimeBodyAccMeanZ	49	-0.107566190908163
1	WALKING_DOWNSTAIRS	TimeBodyAccStdX	49	0.0300353383483878
1	WALKING_DOWNSTAIRS	TimeBodyAccStdY	49	-0.0319359434489796
1	WALKING_DOWNSTAIRS	TimeBodyAccStdZ	49	-0.230434213204082
1	WALKING_DOWNSTAIRS	TimeGravityAccMeanX	49	0.931874418979592
1	WALKING_DOWNSTAIRS	TimeGravityAccMeanY	49	-0.266610338979592
1	WALKING_DOWNSTAIRS	TimeGravityAccMeanZ	49	-0.0621199585938776
1	WALKING_DOWNSTAIRS	TimeGravityAccStdX	49	-0.950559811632653
1	WALKING_DOWNSTAIRS	TimeGravityAccStdY	49	-0.937018658979592
1	WALKING_DOWNSTAIRS	TimeGravityAccStdZ	49	-0.895939695102041
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkMeanX	49	0.0541553164897959
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkMeanY	49	0.0296504490408163
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkMeanZ	49	-0.0109719730183673
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkStdX	49	-0.012283860544898
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkStdY	49	-0.101601390640816
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkStdZ	49	-0.345735032326531
1	WALKING_DOWNSTAIRS	TimeBodyGyroMeanX	49	-0.0350781902989796
1	WALKING_DOWNSTAIRS	TimeBodyGyroMeanY	49	-0.0909371290204082
1	WALKING_DOWNSTAIRS	TimeBodyGyroMeanZ	49	0.0900850142030612
1	WALKING_DOWNSTAIRS	TimeBodyGyroStdX	49	-0.458030542938775
1	WALKING_DOWNSTAIRS	TimeBodyGyroStdY	49	-0.126349194938775
1	WALKING_DOWNSTAIRS	TimeBodyGyroStdZ	49	-0.124702454242857
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMeanX	49	-0.0739592036271429
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMeanY	49	-0.0439902783367347
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMeanZ	49	-0.0270461061061224
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkStdX	49	-0.487027342244898
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkStdY	49	-0.238824827530612
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkStdZ	49	-0.268761480242857
1	WALKING_DOWNSTAIRS	TimeBodyAccMagMean	49	0.0271882914106122
1	WALKING_DOWNSTAIRS	TimeBodyAccMagStd	49	0.0198843506265306
1	WALKING_DOWNSTAIRS	TimeGravityAccMagMean	49	0.0271882914106122
1	WALKING_DOWNSTAIRS	TimeGravityAccMagStd	49	0.0198843506265306
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkMagMean	49	-0.0894474807979592
1	WALKING_DOWNSTAIRS	TimeBodyAccJerkMagStd	49	-0.0257877197081633
1	WALKING_DOWNSTAIRS	TimeBodyGyroMagMean	49	-0.0757412543673469
1	WALKING_DOWNSTAIRS	TimeBodyGyroMagStd	49	-0.225724368061224
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMagMean	49	-0.295463843346939
1	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMagStd	49	-0.306510645530612
1	WALKING_DOWNSTAIRS	FreqBodyAccMeanX	49	0.0382291831510204
1	WALKING_DOWNSTAIRS	FreqBodyAccMeanY	49	0.00154990783591837
1	WALKING_DOWNSTAIRS	FreqBodyAccMeanZ	49	-0.225574471693878
1	WALKING_DOWNSTAIRS	FreqBodyAccStdX	49	0.0243308391387755
1	WALKING_DOWNSTAIRS	FreqBodyAccStdY	49	-0.112963739953061
1	WALKING_DOWNSTAIRS	FreqBodyAccStdZ	49	-0.297927894693878
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkMeanX	49	-0.0276638676122449
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkMeanY	49	-0.12866715764898
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkMeanZ	49	-0.288334735714286
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkStdX	49	-0.0863278966402041
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkStdY	49	-0.134580008877551
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkStdZ	49	-0.401721464285714
1	WALKING_DOWNSTAIRS	FreqBodyGyroMeanX	49	-0.352449631363265
1	WALKING_DOWNSTAIRS	FreqBodyGyroMeanY	49	-0.0557022524693878
1	WALKING_DOWNSTAIRS	FreqBodyGyroMeanZ	49	-0.0318694271979592
1	WALKING_DOWNSTAIRS	FreqBodyGyroStdX	49	-0.495422486102041
1	WALKING_DOWNSTAIRS	FreqBodyGyroStdY	49	-0.181414728657143
1	WALKING_DOWNSTAIRS	FreqBodyGyroStdZ	49	-0.238443565306122
1	WALKING_DOWNSTAIRS	FreqBodyAccMagMean	49	0.0965845343040816
1	WALKING_DOWNSTAIRS	FreqBodyAccMagStd	49	-0.186530301073469
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkMagMean	49	0.0262184949326531
1	WALKING_DOWNSTAIRS	FreqBodyAccJerkMagStd	49	-0.104052260726531
1	WALKING_DOWNSTAIRS	FreqBodyGyroMagMean	49	-0.185720285744898
1	WALKING_DOWNSTAIRS	FreqBodyGyroMagStd	49	-0.398350390122449
1	WALKING_DOWNSTAIRS	FreqBodyGyroJerkMagMean	49	-0.281963359177551
1	WALKING_DOWNSTAIRS	FreqBodyGyroJerkMagStd	49	-0.391919876612245
1	WALKING_UPSTAIRS	TimeBodyAccMeanX	53	0.255461689622641
1	WALKING_UPSTAIRS	TimeBodyAccMeanY	53	-0.0239531492643396
1	WALKING_UPSTAIRS	TimeBodyAccMeanZ	53	-0.0973020020943396
1	WALKING_UPSTAIRS	TimeBodyAccStdX	53	-0.35470802509434
1	WALKING_UPSTAIRS	TimeBodyAccStdY	53	-0.00232026501698113
1	WALKING_UPSTAIRS	TimeBodyAccStdZ	53	-0.0194792388471698
1	WALKING_UPSTAIRS	TimeGravityAccMeanX	53	0.89335109754717
1	WALKING_UPSTAIRS	TimeGravityAccMeanY	53	-0.362153364339623
1	WALKING_UPSTAIRS	TimeGravityAccMeanZ	53	-0.075402939754717
1	WALKING_UPSTAIRS	TimeGravityAccStdX	53	-0.956367027924528
1	WALKING_UPSTAIRS	TimeGravityAccStdY	53	-0.952849233207547
1	WALKING_UPSTAIRS	TimeGravityAccStdZ	53	-0.912379410377358
1	WALKING_UPSTAIRS	TimeBodyAccJerkMeanX	53	0.101372729922642
1	WALKING_UPSTAIRS	TimeBodyAccJerkMeanY	53	0.0194863076188679
1	WALKING_UPSTAIRS	TimeBodyAccJerkMeanZ	53	-0.0455625449113208
1	WALKING_UPSTAIRS	TimeBodyAccJerkStdX	53	-0.446843887735849
1	WALKING_UPSTAIRS	TimeBodyAccJerkStdY	53	-0.378274426037736
1	WALKING_UPSTAIRS	TimeBodyAccJerkStdZ	53	-0.706593530943396
1	WALKING_UPSTAIRS	TimeBodyGyroMeanX	53	0.050549379754717
1	WALKING_UPSTAIRS	TimeBodyGyroMeanY	53	-0.166170015088679
1	WALKING_UPSTAIRS	TimeBodyGyroMeanZ	53	0.0583595463981132
1	WALKING_UPSTAIRS	TimeBodyGyroStdX	53	-0.544871104528302
1	WALKING_UPSTAIRS	TimeBodyGyroStdY	53	0.00410518379811321
1	WALKING_UPSTAIRS	TimeBodyGyroStdZ	53	-0.50716867490566
1	WALKING_UPSTAIRS	TimeBodyGyroJerkMeanX	53	-0.122232768011321
1	WALKING_UPSTAIRS	TimeBodyGyroJerkMeanY	53	-0.0421485884509434
1	WALKING_UPSTAIRS	TimeBodyGyroJerkMeanZ	53	-0.0407125527654717
1	WALKING_UPSTAIRS	TimeBodyGyroJerkStdX	53	-0.614786508490566
1	WALKING_UPSTAIRS	TimeBodyGyroJerkStdY	53	-0.601696656226415
1	WALKING_UPSTAIRS	TimeBodyGyroJerkStdZ	53	-0.606332002264151
1	WALKING_UPSTAIRS	TimeBodyAccMagMean	53	-0.129927630735849
1	WALKING_UPSTAIRS	TimeBodyAccMagStd	53	-0.324970929245283
1	WALKING_UPSTAIRS	TimeGravityAccMagMean	53	-0.129927630735849
1	WALKING_UPSTAIRS	TimeGravityAccMagStd	53	-0.324970929245283
1	WALKING_UPSTAIRS	TimeBodyAccJerkMagMean	53	-0.466503446226415
1	WALKING_UPSTAIRS	TimeBodyAccJerkMagStd	53	-0.478991622075472
1	WALKING_UPSTAIRS	TimeBodyGyroMagMean	53	-0.126735589969811
1	WALKING_UPSTAIRS	TimeBodyGyroMagStd	53	-0.14861931805283
1	WALKING_UPSTAIRS	TimeBodyGyroJerkMagMean	53	-0.59488286509434
1	WALKING_UPSTAIRS	TimeBodyGyroJerkMagStd	53	-0.648553044339623
1	WALKING_UPSTAIRS	FreqBodyAccMeanX	53	-0.404321784150943
1	WALKING_UPSTAIRS	FreqBodyAccMeanY	53	-0.190976720811321
1	WALKING_UPSTAIRS	FreqBodyAccMeanZ	53	-0.433349702075472
1	WALKING_UPSTAIRS	FreqBodyAccStdX	53	-0.337428188679245
1	WALKING_UPSTAIRS	FreqBodyAccStdY	53	0.0217695106566038
1	WALKING_UPSTAIRS	FreqBodyAccStdZ	53	0.0859565543849057
1	WALKING_UPSTAIRS	FreqBodyAccJerkMeanX	53	-0.479875245660377
1	WALKING_UPSTAIRS	FreqBodyAccJerkMeanY	53	-0.41344458754717
1	WALKING_UPSTAIRS	FreqBodyAccJerkMeanZ	53	-0.685474353962264
1	WALKING_UPSTAIRS	FreqBodyAccJerkStdX	53	-0.461907025849057
1	WALKING_UPSTAIRS	FreqBodyAccJerkStdY	53	-0.381777065283019
1	WALKING_UPSTAIRS	FreqBodyAccJerkStdZ	53	-0.726040200754717
1	WALKING_UPSTAIRS	FreqBodyGyroMeanX	53	-0.492611667924528
1	WALKING_UPSTAIRS	FreqBodyGyroMeanY	53	-0.319474609056604
1	WALKING_UPSTAIRS	FreqBodyGyroMeanZ	53	-0.453597213018868
1	WALKING_UPSTAIRS	FreqBodyGyroStdX	53	-0.565892490754717
1	WALKING_UPSTAIRS	FreqBodyGyroStdY	53	0.151538905566038
1	WALKING_UPSTAIRS	FreqBodyGyroStdZ	53	-0.57170784
1	WALKING_UPSTAIRS	FreqBodyAccMagMean	53	-0.352395944716981
1	WALKING_UPSTAIRS	FreqBodyAccMagStd	53	-0.416260101509434
1	WALKING_UPSTAIRS	FreqBodyAccJerkMagMean	53	-0.44265216245283
1	WALKING_UPSTAIRS	FreqBodyAccJerkMagStd	53	-0.533059853773585
